areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,hospitalCases,newCasesBySpecimenDate
E92000001,England,nation,2020-06-06,46382,5004,725
E92000001,England,nation,2020-06-05,46253,5213,1022
E92000001,England,nation,2020-06-04,46093,5398,1145
E92000001,England,nation,2020-06-03,45930,5600,1238
E92000001,England,nation,2020-06-02,45751,5827,1348
E92000001,England,nation,2020-06-01,45547,5954,1313
E92000001,England,nation,2020-05-31,45368,5933,988
E92000001,England,nation,2020-05-30,45193,5972,996
E92000001,England,nation,2020-05-29,45005,6250,1371
E92000001,England,nation,2020-05-28,44789,6528,1571
E92000001,England,nation,2020-05-27,44548,6836,1610
E92000001,England,nation,2020-05-26,44315,7305,1451
E92000001,England,nation,2020-05-25,44055,7448,1377
E92000001,England,nation,2020-05-24,43815,7415,1200
E92000001,England,nation,2020-05-23,43581,7428,1301
E92000001,England,nation,2020-05-22,43326,7761,1792
E92000001,England,nation,2020-05-21,43070,7903,2268
E92000001,England,nation,2020-05-20,42784,8115,2342
E92000001,England,nation,2020-05-19,42481,8518,2583
E92000001,England,nation,2020-05-18,42165,8668,2206
E92000001,England,nation,2020-05-17,41821,8611,1587
E92000001,England,nation,2020-05-16,41505,8643,1768
E92000001,England,nation,2020-05-15,41154,9079,2129
E92000001,England,nation,2020-05-14,40795,9231,2207
E92000001,England,nation,2020-05-13,40422,9602,2884
E92000001,England,nation,2020-05-12,40049,9791,2920
E92000001,England,nation,2020-05-11,39669,10109,3060
E92000001,England,nation,2020-05-10,39314,9893,2001
E92000001,England,nation,2020-05-09,38891,10176,1793
E92000001,England,nation,2020-05-08,38428,10249,2620
E92000001,England,nation,2020-05-07,37946,10726,3201
E92000001,England,nation,2020-05-06,37411,11227,3260
E92000001,England,nation,2020-05-05,36887,11754,3137
E92000001,England,nation,2020-05-04,36350,12020,2842
E92000001,England,nation,2020-05-03,35788,12119,2631
E92000001,England,nation,2020-05-02,35232,12314,2742
E92000001,England,nation,2020-05-01,34642,12623,4084
E92000001,England,nation,2020-04-30,33981,12922,4305
E92000001,England,nation,2020-04-29,33321,13224,4725
E92000001,England,nation,2020-04-28,32622,13565,4105
E92000001,England,nation,2020-04-27,31921,14255,4025
E92000001,England,nation,2020-04-26,31197,14174,3132
E92000001,England,nation,2020-04-25,30434,14202,3367
E92000001,England,nation,2020-04-24,29663,14642,4341
E92000001,England,nation,2020-04-23,28789,15402,4552
E92000001,England,nation,2020-04-22,27896,16018,4792
E92000001,England,nation,2020-04-21,26957,16517,3973
E92000001,England,nation,2020-04-20,26041,16654,3672
E92000001,England,nation,2020-04-19,25049,16928,3471
E92000001,England,nation,2020-04-18,24082,16850,4106
E92000001,England,nation,2020-04-17,23052,16728,4062
E92000001,England,nation,2020-04-16,21945,17783,4341
E92000001,England,nation,2020-04-15,20798,17934,4217
E92000001,England,nation,2020-04-14,19698,18552,3535
E92000001,England,nation,2020-04-13,18618,18621,3425
E92000001,England,nation,2020-04-12,17542,18974,2937
E92000001,England,nation,2020-04-11,16334,18604,3058
E92000001,England,nation,2020-04-10,15131,18669,3579
E92000001,England,nation,2020-04-09,13968,18423,4057
E92000001,England,nation,2020-04-08,12791,18152,4279
E92000001,England,nation,2020-04-07,11505,17814,4562
E92000001,England,nation,2020-04-06,10360,17154,4372
E92000001,England,nation,2020-04-05,9335,16657,3074
E92000001,England,nation,2020-04-04,8272,15469,3380
E92000001,England,nation,2020-04-03,7249,13635,4075
E92000001,England,nation,2020-04-02,6322,12135,4065
E92000001,England,nation,2020-04-01,5430,12059,4116
E92000001,England,nation,2020-03-31,4604,11154,3779
E92000001,England,nation,2020-03-30,3863,9852,3514
E92000001,England,nation,2020-03-29,3232,8424,2436
E92000001,England,nation,2020-03-28,2701,7269,2368
E92000001,England,nation,2020-03-27,2252,6462,2647
E92000001,England,nation,2020-03-26,1836,5226,2606
E92000001,England,nation,2020-03-25,1466,4402,2254
E92000001,England,nation,2020-03-24,1167,3598,2024
E92000001,England,nation,2020-03-23,930,3183,2011
E92000001,England,nation,2020-03-22,742,2670,1206
E92000001,England,nation,2020-03-21,570,2152,1029
E92000001,England,nation,2020-03-20,444,1580,1084
E92000001,England,nation,2020-03-19,335,,927
E92000001,England,nation,2020-03-18,264,,908
E92000001,England,nation,2020-03-17,198,,680
E92000001,England,nation,2020-03-16,144,,544
E92000001,England,nation,2020-03-15,100,,396
E92000001,England,nation,2020-03-14,72,,315
E92000001,England,nation,2020-03-13,53,,392
E92000001,England,nation,2020-03-12,37,,415
E92000001,England,nation,2020-03-11,26,,351
E92000001,England,nation,2020-03-10,19,,228
E92000001,England,nation,2020-03-09,16,,125
E92000001,England,nation,2020-03-08,11,,50
E92000001,England,nation,2020-03-07,9,,55
E92000001,England,nation,2020-03-06,9,,73
E92000001,England,nation,2020-03-05,7,,46
E92000001,England,nation,2020-03-04,5,,49
E92000001,England,nation,2020-03-03,4,,54
E92000001,England,nation,2020-03-02,4,,38
E92000001,England,nation,2020-03-01,3,,20
E92000001,England,nation,2020-02-29,3,,5
E92000001,England,nation,2020-02-28,3,,11
E92000001,England,nation,2020-02-27,3,,7
E92000001,England,nation,2020-02-26,3,,4
E92000001,England,nation,2020-02-25,3,,5
E92000001,England,nation,2020-02-24,3,,2
E92000001,England,nation,2020-02-23,3,,1
E92000001,England,nation,2020-02-22,3,,0
E92000001,England,nation,2020-02-21,2,,1
E92000001,England,nation,2020-02-20,2,,0
E92000001,England,nation,2020-02-19,2,,0
E92000001,England,nation,2020-02-18,2,,0
E92000001,England,nation,2020-02-17,2,,0
E92000001,England,nation,2020-02-16,2,,0
E92000001,England,nation,2020-02-15,2,,0
E92000001,England,nation,2020-02-14,2,,0
E92000001,England,nation,2020-02-13,2,,0
E92000001,England,nation,2020-02-12,2,,0
E92000001,England,nation,2020-02-11,2,,1
E92000001,England,nation,2020-02-10,2,,0
E92000001,England,nation,2020-02-09,2,,1
E92000001,England,nation,2020-02-08,2,,4
E92000001,England,nation,2020-02-07,2,,0
E92000001,England,nation,2020-02-06,2,,0
E92000001,England,nation,2020-02-05,2,,1
E92000001,England,nation,2020-02-04,2,,0
E92000001,England,nation,2020-02-03,2,,0
E92000001,England,nation,2020-02-02,2,,0
E92000001,England,nation,2020-02-01,1,,0
E92000001,England,nation,2020-01-31,1,,0
E92000001,England,nation,2020-01-30,1,,2

